Bloco,IdOper,CodStatusProjecao,HC,CustoTotal,ReceitaBruta,AlocRecursosCaixa,AlocRecursosPetr?olis,AlocRecursosAgendamento,Devengado,Custo Recursos,Desonera?o,Custo Outros,Custo subcontratados,Compet?cia,HEs,hes_pagas,EBITDA Devegado Mensal,EBITDA Devegado Consolidado,EBITDA Real Mensal,EBITDA Real Consolidado,BH Realizado,BH +,BH -
Real,3,0,60,392067.48,350671.37,,,,451119.87,298636.25,21516.05,23000.0,48915.18,2023-12-01,6325.77,107.9666667,0.1169962,0.165659002,-0.203960711,0.166766907,178.5666667,566.6166667,347.4833333
Real,3,0,56,339399.14,372636.69,,,,392799.91,276769.63,18734.49,22500.0,21395.02,2024-01-01,4389.94,46.61666667,0.122124223,0.122124223,0.019207971,0.019207971,175.5666667,790.5666667,236.8833333
Real,3,0,54,310573.6,337627.4,,,,220326.4,276046.54,10508.41,12018.65,12000.0,2024-02-01,3641.4,57.15,-0.432160547,-0.077057522,0.009444861,0.014567031,283.5166667,782.9166667,93.16666667
Real,3,0,55,302604.92,348895.8,,,,351626.7,269384.17,16770.75,,16450.0,2024-03-01,5121.37,112.9833333,0.125644899,-0.003177904,0.066031892,0.031519971,319.2666667,680.1833333,171.95
Real,4,0,20,23678.82,103750.5,,,,38439.18,21845.47,1833.35,,,2017-08-01,,,0.374136464,0.374136464,0.754234079,0.754234079,,,
Real,4,0,20,71523.55,90529.07,,,,75836.32,67906.56,3616.99,,,2017-09-01,,,0.041779364,0.153575281,0.149228748,0.472317818,,,
Real,4,0,20,82675.13,100032.08,,,,134353.15,76267.19,6407.94,,,2017-10-01,,,0.374797449,0.273118605,0.110005361,0.349173292,,,
Real,4,0,20,84120.17,89713.97,,,,112524.97,78753.32,5366.85,,,2017-11-01,,,0.24046998,0.262946242,-0.009698869,0.265335536,,,
Real,4,0,20,86765.01,88567.5,,,,121875.81,80952.17,5812.84,,,2017-12-01,,,0.276696088,0.266415541,-0.054926103,0.205316099,,,
Real,4,0,20,92686.63515,101473.02,,,,90209.46,88384.11515,4302.52,,,2018-01-01,,,-0.043899623,-0.043899623,0.016400422,0.016400422,,,
Real,4,0,20,81572.13218,83620.1,,,,115984.98,76040.25218,5531.88,,,2018-02-01,,,0.285448113,0.141359449,-0.050468261,-0.013809053,,,
Real,4,0,16,59760.79611,91278.72,,,,101615.87,54914.25611,4846.54,,,2018-03-01,,,0.402485371,0.227563637,0.294984547,0.088177765,,,
Real,4,0,20,57932.12758,91407.85,,,,90584.64,53611.71758,4320.41,,,2018-04-01,32.0,,0.350231545,0.255455125,0.317523365,0.145179249,,,
Real,4,0,20,67711.69095,87488.16,,,,90984.97,63372.18095,4339.51,,,2018-05-01,42.5,,0.243885248,0.253304067,0.166575659,0.149290966,,,
Real,4,0,20,68403.28628,96727.07,,,,84891.0,64354.42628,4048.86,,,2018-06-01,179.0,,0.181329719,0.242664534,0.23848101,0.164919899,,,
Real,4,0,20,70389.78759,45512.85,,,,59944.83,67530.73759,2859.05,,,2018-07-01,249.5,,-0.193030728,0.201483471,-0.665433999,0.101670893,,,
Real,4,0,20,68464.45,159815.54,,,,98950.6,63745.03,4719.42,,,2018-08-01,511.0,,0.29702416,0.214377964,0.538684634,0.193892519,,,
Real,4,1,21,81650.2,122733.23,,,,102743.3534,76749.88,4900.32,,,2018-09-01,190.5,,0.192584235,0.211699253,0.283614326,0.206405178,,,
Real,5,0,45,199302.39,387748.07,,,,331150.85,182926.55,15794.16,581.68,,2017-08-01,,,0.388522698,0.388522698,0.446503772,0.446503772,,,
Real,5,0,45,198127.23,346859.59,,,,322168.83,182761.47,15365.76,0.0,,2017-09-01,,,0.375180815,0.381943471,0.384904904,0.417418644,,,
Real,5,0,45,200278.39,333159.17,,,,337368.53,184187.68,16090.71,0.0,,2017-10-01,,,0.396852919,0.387020728,0.352657496,0.3972122,,,
Real,5,0,45,217095.53,356288.64,,,,292210.62,203158.62,13936.91,0.0,,2017-11-01,,,0.245170971,0.354711083,0.343853662,0.38386227,,,
Real,5,0,45,200006.47,365572.85,,,,276886.22,186800.45,13206.02,0.0,,2017-12-01,,,0.266100807,0.338981374,0.410855383,0.389376236,,,
Real,5,0,45,255612.8272,335447.79,,,,266819.79,242886.9272,12725.9,0.0,,2018-01-01,,,0.026674024,0.026674024,0.179441569,0.179441569,,,
Real,5,0,45,179590.0771,320809.8,,,,284186.98,165333.0471,13554.23,702.8,,2018-02-01,,,0.357945539,0.197530457,0.397181581,0.285883202,,,
Real,5,0,45,202526.8296,353914.89,,,,327401.19,186629.9496,15615.32,281.56,,2018-03-01,,,0.371513406,0.262377575,0.383780364,0.320181566,,,
Real,5,0,46,194894.5764,328565.78,,,,301070.99,179543.4664,14359.51,991.6,,2018-04-01,720.5,,0.342304984,0.282779655,0.36125248,0.330261577,,,
Real,5,0,50,185901.077,313699.76,,,,337477.2,169805.187,16095.89,0.0,,2018-05-01,431.5,,0.440331097,0.317830121,0.361854777,0.336259248,,,
Real,5,0,49,202144.4533,304484.17,,,,308966.12,186800.1133,14736.06,608.28,,2018-06-01,772.5,,0.33527092,0.320781296,0.285094046,0.32829828,,,
Real,5,0,48,217649.3704,289993.44,,,,211756.0,206761.7304,10099.65,787.99,,2018-07-01,972.5,,-0.044276244,0.282844431,0.191795908,0.310680889,,,
Real,5,0,49,246868.34,462699.91,,,,396659.9,227696.34,18918.6,253.4,,2018-08-01,2207.0,,0.367674339,0.296666925,0.425463287,0.330281384,,,
Real,5,0,48,199061.34,325706.09,,,,312536.3742,184155.0,14906.34,,,2018-09-01,1633.0,,0.352887094,0.303063594,0.341868243,0.331524715,,,
Real,5,0,47,305908.84,522571.83,,,,403402.3156,286617.62,19240.17,51.05,,2018-10-01,1483.5,,0.229544875,0.293649303,0.369626662,0.337121005,,,
Real,5,0,48,361326.55,571222.66,,,,555602.75,334827.21,26499.34,,,2018-11-01,1821.5,,0.339262135,0.300487792,0.318844527,0.334592634,,,
Real,5,0,47,370605.62,535624.2,,,,558219.9918,343516.87,26624.16,464.59,,2018-12-01,1322.5,,0.325471471,0.303758445,0.254918786,0.325444163,,,
Real,5,0,85,330029.66,548564.67,,,,553130.9717,303648.21,26381.45,,,2019-01-01,26241.39,,0.393796132,0.393796132,0.352146303,0.352146303,,,
Real,5,0,80,326935.16,592584.14,,,,549765.8091,300419.32,26220.94,294.9,,2019-02-01,22555.56,,0.395804328,0.394797166,0.405894725,0.380057178,,,
Real,5,0,82,357410.6114,611630.77,,,,600232.82,328782.655,28627.95644,,,2019-03-01,23414.595,,0.395019451,0.394875506,0.370740298,0.376806062,,,
Real,5,1,80,380962.62,595613.61,,,,629765.8,350597.2,30036.52,328.9,,2019-04-01,29545.4,,0.38539371,0.392315892,0.311237402,0.360176144,,,
Real,5,1,86,411189.05,655433.7687,,,,629765.8,380989.53,30036.52,163.0,,2019-05-01,28099.53,,0.336629466,0.380478762,0.32443906,0.352378327,,,
Real,5,1,87,406458.65,628574.02,,,,619486.29,376400.8,29546.25,511.6,,2019-06-01,29674.17,,0.333379939,0.372333627,0.303675386,0.343950457,,,
Real,5,1,86,381256.0,690120.32,,,,632952.44,350690.09,30188.51,377.4,,2019-07-01,24132.65,,0.388017059,0.374688699,0.405100402,0.353713467,,,
Real,5,1,88,385392.53,714185.4,,,,672952.44,348806.64,32096.3,4489.59,,2019-08-01,21387.29,,0.41814787,0.38067185,0.418909028,0.362957944,,,
Real,5,1,89,402150.8525,656819.1,,,,675372.55,369939.1225,32211.73,,,2019-09-01,30383.9225,,0.395022397,0.382413937,0.340681862,0.360388121,,,
Real,5,1,88,408368.62,694421.21,,,,639089.69,377887.39,30481.23,,,2019-10-01,20545.72,,0.350791408,0.37915564,0.366741265,0.361078759,,,
Real,5,1,89,421753.62,694612.25,,,,639089.69,391272.39,30481.23,,,2019-11-01,27784.61,,0.329512454,0.374518358,0.346164971,0.359616109,,,
Real,5,1,98,454667.98,534131.821,,,,578519.08,426893.25,27592.33,182.4,,2019-12-01,59223.1,,0.201508328,0.361029417,0.083362286,0.340243398,,,
Real,5,1,89,425404.95,639164.48,,,,546999.39,398688.71,26089.0,627.24,,2020-01-01,20312.2,,0.209850254,0.209850254,0.283292894,0.283292894,,,
Real,5,1,98,423030.94,627613.86,,,,555512.18,395551.46,26495.02,984.46,,2020-02-01,14833.4,,0.22630061,0.21813894,0.274175857,0.278775941,,,
Real,5,1,98,429189.88,533651.21,,,,639089.69,398708.65,30481.23,,,2020-03-01,28518.36,,0.317690576,0.254669934,0.133948381,0.235848739,,,
Real,5,1,98,444218.04,495070.97,,,,568789.81,387311.27,27128.29,29778.48,,2020-04-01,3251.95,,0.206516149,0.242815066,0.033769963,0.192266376,,,
Real,5,1,98,401070.035,553265.94,,,,568789.81,372652.055,27128.29,1289.69,,2020-05-01,1349.645,,0.283589213,0.250870106,0.219382858,0.197532735,,,
Real,5,1,98,385707.2,551218.53,,,,568789.81,358213.47,27128.29,365.44,,2020-06-01,5589.8,,0.311031055,0.260794476,0.24649569,0.205470796,,,
Real,5,1,98,366918.03,575727.33,,,,546966.94,323050.74,26087.45,17779.84,,2020-07-01,427.39,,0.318443783,0.268687531,0.313715784,0.221145873,,,
Real,5,1,98,376986.46,688182.93,,,,543236.53,341212.83,25909.53,9864.1,,2020-08-01,1903.92,,0.294932829,0.271829192,0.410106434,0.249028024,,,
Real,5,1,98,378614.39,715540.22,,,,578519.08,345352.82,27592.33,5669.24,,2020-09-01,25405.31,,0.335074272,0.278979999,0.430209939,0.273127755,,,
Real,5,1,98,367514.89,697233.29,,,,569193.07,337191.57,27147.52,3175.8,,2020-10-01,1873.8,,0.343992139,0.285488124,0.432391843,0.29140162,,,
Real,5,1,98,397660.72,741763.19,,,,600000.0,366846.56,28616.85,2197.31,,2020-11-01,30432.31,,0.326627847,0.28941499,0.422703107,0.305685639,,,
Real,5,1,98,405149.88,721722.96,,,,659724.57,372007.42,31465.4,1677.06,,2020-12-01,44719.42,,0.376054346,0.297644376,0.395499038,0.314282331,,,
Real,5,0,98,436370.5,664255.08,,,,602698.22,407065.39,28745.54,559.57,,2021-01-01,50941.3,,0.264387361,0.264387361,0.292588196,0.292588196,,,
Real,5,0,98,482762.08,685843.54,63331.1,,,610170.86,451566.95,29101.95,2093.18,,2021-02-01,24578.03,,0.196149299,0.230058119,0.24201624,0.266897888,,,
Real,5,0,98,412540.73,701780.73,1421.59,,,637779.05,380361.42,30418.71,1760.6,,2021-03-01,5500.12,,0.342810991,0.268915543,0.366980341,0.30112794,,,
Real,5,0,98,482554.49,683116.42,63466.13,,,625129.01,450156.56,29815.37,2582.56,,2021-04-01,16509.81,,0.215721309,0.2554841,0.239317474,0.285689619,,,
Real,5,0,98,499966.3,704275.57,65100.71,,,671060.57,466280.91,32006.07,1679.32,,2021-05-01,8132.1,,0.24304037,0.252830485,0.235548545,0.275421998,,,
Real,5,0,98,492882.3075,735832.56,78309.2,,,702146.98,458688.4875,33488.73,705.09,,2021-06-01,17843.5575,,0.28680399,0.259028066,0.278699835,0.275999694,,,
Real,5,0,98,476977.46,684322.5,78358.45,,,680030.65,439913.55,32433.89,4630.02,,2021-07-01,19559.74,,0.28737168,0.263283853,0.249434081,0.272258625,,,
Real,5,0,98,485668.37,679146.53,76756.77,,,650000.0,454537.9,31001.59,128.88,,2021-08-01,21501.58,,0.240862979,0.260469888,0.229933665,0.267068687,,,
Real,5,0,98,540016.12,665646.03,83214.49,,,620000.0,505108.52,29570.75,5336.85,,2021-09-01,15862.72,,0.115070358,0.244924541,0.126394858,0.251975897,,,
Real,5,0,98,478085.91,571244.28,82560.94,,,590000.25,446608.49,28139.92,3337.5,,2021-10-01,11760.56,,0.176720206,0.238626141,0.098769495,0.239058953,,,
Real,5,0,98,499640.41,617150.22,86854.14,,,595345.68,467048.86,28394.87,4196.68,,2021-11-01,5331.67,,0.147327891,0.230843895,0.128196775,0.229803956,,,
Real,5,0,98,496063.18,621288.49,90653.36,,,480384.25,470307.87,22911.81,2843.5,,2021-12-01,25766.09,,-0.049160523,0.212824565,0.140203865,0.222857588,,,
Real,5,0,87,519058.6,518315.15,94684.71,,,585338.49,490864.89,27917.58,276.13,,2022-01-01,18129.99,880.3,0.099045174,0.099045174,-0.078386125,-0.078386125,,,
Real,5,0,91,582327.7,685623.61,81559.7,,,590000.0,519178.79,28139.9,3089.01,31920.0,2022-02-01,20624.38,893.3,-0.002788039,0.047926627,0.085395175,0.014884671,,,
Real,5,0,91,577646.23,629726.85,79205.0,,,605369.2,529496.08,28872.93,3317.22,15960.0,2022-03-01,21174.52,694.3,0.030527867,0.042011746,0.012217027,0.013968535,,,
Real,5,0,90,595086.85,643694.56,79084.69,,,611442.53,548427.46,29162.6,1536.79,15960.0,2022-04-01,18711.91,718.3,0.011177323,0.034130352,0.004474662,0.011501734,,,
Real,5,0,92,614666.97,749863.48,82099.83,,,639230.7,566715.59,30487.95,1503.43,15960.0,2022-05-01,20013.48,982.0,0.023041851,0.031792108,0.117307418,0.036086277,,,
Real,5,0,91,613095.06,656805.78,78627.15,,,642689.01,553512.27,30652.89,12969.9,15960.0,2022-06-01,30591.12,389.29,0.03078383,0.031615734,-0.005177258,0.029108439,,,
Real,5,0,89,586483.25,672000.4261,49191.95,,,631111.98,522133.88,30100.73,688.64,33560.0,2022-07-01,11754.13,1102.58,0.055845871,0.035167716,0.060194747,0.033693574,,,
Real,5,0,99,576076.21,844005.79,30353.14,,,633730.68,510835.65,30225.63,2254.93,32760.0,2022-08-01,25908.47,1521.29,0.076431917,0.040462483,0.265001728,0.069846191,,,
Real,5,0,100,627845.0,768306.7829,31904.04,,,720835.08,560230.88,34380.05,474.07,32760.0,2022-09-01,35479.5,1248.11,0.115067319,0.049964282,0.120026536,0.076096476,,,
Real,5,0,99,635494.86,754890.77,30628.9,,,730863.1,565787.71,34858.34,488.81,34360.0,2022-10-01,32191.3,1189.48,0.11657494,0.057582219,0.093475115,0.077991396,,,
Real,5,0,104,593917.94,776869.83,32043.49,,,766758.46,537292.36,36570.36,3255.22,16800.0,2022-11-01,28479.54,539.15,0.213023842,0.074234452,0.176753313,0.087955569,,,
Real,5,0,102,578902.45,616691.54,32719.05,,,728929.88,494195.77,34766.13,1220.55,48720.0,2022-12-01,32361.92,4.5,0.193111841,0.085222278,-0.010855784,0.080628692,318.08,422.48,563.48
Real,5,0,105,575612.3983,661621.42,31991.20085,,,696575.58,519581.3515,33223.0,260.36,16760.0,2023-01-01,1643.6,16.74,0.160432531,0.160432531,0.063144984,0.063144984,471.73,856.6,323.82
Real,5,0,99,600897.2743,596657.1,31848.59094,,,686825.99,551495.8743,32758.0,683.4,15960.0,2023-02-01,1768.37,8.97,0.111111636,0.135945879,-0.084494177,-0.006863327,152.2,654.13,674.75
Real,5,0,99,560628.7139,723843.93,32055.59209,,,676266.6,503059.7879,32254.37,,15960.0,2023-03-01,266.18,51.7,0.157730437,0.14309857,0.165968979,0.056252661,916.85,1422.65,544.78
Real,5,0,95,579357.43,723544.99,32645.04,,,633166.33,530163.17,30198.71,3035.55,15960.0,2023-04-01,912.07,152.25,0.070343572,0.125991683,0.137750713,0.078046732,1106.416667,2173.366667,485.5
Real,5,0,102,600616.87,793752.85,33280.36,,,658200.45,552852.79,31392.71,411.37,15960.0,2023-05-01,4425.96,177.2833333,0.07288617,0.115560854,0.185175587,0.102346138,802.9,2546.166667,619.1166667
Real,5,0,108,610854.94,779877.44,34915.55,,,770448.49,605384.99,36746.35,643.6,,2023-06-01,5048.35,331.9833333,0.194457998,0.130309472,0.156541855,0.112222996,398.05,2465.883333,132.1166667
Real,5,0,102,618336.62,713776.54,33623.03,,,820640.78,578964.03,39140.26,232.33,,2023-07-01,9931.24,359.6,0.234464066,0.147604365,0.067144232,0.105778837,269.1666667,2591.416667,214.8833333
Real,5,0,105,606017.17,832200.42,33543.53,,,831963.64,567761.0,39680.3,175.87,,2023-08-01,9473.41,756.0333333,0.259927459,0.163788519,0.215832567,0.121501145,443.4,1889.616667,166.7833333
Real,5,0,111,604875.72,772354.81,2152.39,,,774882.17,566085.7,36957.81,1832.21,,2023-09-01,15453.48,465.7833333,0.206906862,0.168890335,0.156663106,0.125617397,282.85,1339.516667,739.25
Real,5,0,110,636095.23,809057.14,,,,800332.33,594001.85,38171.65,3921.73,,2023-10-01,10755.51,261.3666667,0.192494506,0.171460807,0.153367867,0.128648674,577.0666667,1547.966667,664.6
Real,5,0,110,601930.34,759560.37,,,,777522.63,561296.8,37083.75,3549.79,,2023-11-01,8827.5,439.95,0.21344897,0.175477966,0.146633205,0.130321454,1051.31,1298.83,120.33
Real,5,0,109,609231.72,726117.68,,,,690121.22,577070.89,32915.16,,,2023-12-01,17407.79,302.5833333,0.103085937,0.169811687,0.096501785,0.127559865,866.0166667,2059.033333,797.25
Real,5,0,110,603924.48,824251.56,,,,707988.41,571142.59,33767.33,,,2024-01-01,12991.68,276.1,0.133337124,0.133337124,0.211004258,0.211004258,439.4166667,2059.5,721.2166667
Real,5,0,108,599880.01,719007.1,,,,703396.03,565615.64,33548.3,716.07,,2024-02-01,10675.28,284.6833333,0.133520714,0.13342862,0.101572546,0.160019818,811.6833333,2037.6,587.3666667
Real,5,0,109,596325.31,804956.53,,,,748489.44,559953.92,35699.02,672.37,,2024-03-01,9232.9,560.9333333,0.190547678,0.153222837,0.202257705,0.174498756,1614.016667,1917.933333,751.2
Real,6,0,103,390500.7,592416.93,,,,586307.19,362536.92,27963.78,0.0,,2017-11-01,,,0.323309149,0.323309149,0.290183388,0.290183388,,,
Real,6,0,103,506781.88,717169.69,,,,605603.27,477897.78,28884.1,0.0,,2017-12-01,,,0.149789284,0.235144642,0.239059052,0.262186138,,,
Real,6,0,75,412316.73,498532.09,,,,491188.95,388634.5,23427.14,255.09,,2018-01-01,,,0.147143278,0.147143278,0.109385746,0.109385746,,,
Real,6,0,78,443019.9865,398310.29,,,,539445.83,415973.4865,25728.74,1317.76,,2018-02-01,,,0.165609814,0.156808871,-0.197715298,-0.027005563,,,
Real,6,0,79,435033.3209,560333.84,,,,414271.52,415052.8409,19758.58,221.9,,2018-03-01,,,-0.066918271,0.092663685,0.163959195,0.046426885,,,
Real,6,0,107,439065.7584,581328.61,,,,595784.6,410602.6084,28415.8,47.35,,2018-04-01,528.0,,0.251254882,0.138964765,0.186683328,0.086424378,,,
Real,6,0,106,438996.487,619795.27,,,,537641.13,411721.067,25642.66,1632.76,,2018-05-01,512.5,,0.17041237,0.145522309,0.237280955,0.121597304,,,
Real,6,0,105,429688.3435,631625.12,,,,556335.98,402716.3135,26534.31,437.72,,2018-06-01,1019.5,,0.215288292,0.157904267,0.267435309,0.149596405,,,
Real,6,0,104,444856.4182,610916.33,,,,554376.1,418118.0482,26440.83,297.54,,2018-07-01,875.5,,0.184715718,0.161933394,0.215866641,0.15997508,,,
Real,6,0,103,433230.5,680031.96,,,,539214.7,406585.37,25717.71,927.42,,2018-08-01,249.0,,0.183697722,0.164708921,0.313972534,0.182836046,,,
Real,6,0,103,444787.29,575481.8,,,,549950.6389,417364.91,26229.76,1192.62,,2018-09-01,424.5,,0.178282823,0.166271216,0.16771402,0.181148332,,,
Real,6,0,103,425822.19,564848.76,,,,511793.7062,399762.91,24409.87,1649.41,,2018-10-01,1033.5,,0.154668493,0.165148684,0.18820212,0.181844746,,,
Real,6,0,103,440138.8,593561.17,,,,552959.6,410373.1,26373.27,3392.43,,2018-11-01,1799.0,,0.191295312,0.167623118,0.201498059,0.183692074,,,
Real,6,0,103,463820.87,629139.28,,,,590658.1822,432482.41,28171.3,3167.16,,2018-12-01,1118.5,,0.202174764,0.170795237,0.206119218,0.185724043,,,
Real,6,0,104,453965.53,590525.67,,,,565811.39,426875.11,26986.23,104.19,,2019-01-01,21551.36,,0.184836172,0.184836172,0.172180028,0.172180028,,,
Real,6,1,102,430537.68,651824.54,,,,545212.2403,403173.51,26003.76,1360.41,,2019-02-01,13816.03,,0.19769541,0.191146582,0.28873365,0.233332278,,,
Real,6,0,101,422527.2018,518379.83,,,,576946.2,393724.295,27517.30684,1285.6,,2019-03-01,16785.555,,0.255931251,0.213289909,0.122275174,0.200635748,,,
Real,6,1,99,423830.47,600572.61,,,,576946.2,390455.2,27517.31,5857.96,,2019-04-01,6455.78,,0.253636201,0.223567394,0.240061482,0.210663271,,,
Real,6,1,102,411298.78,623973.23,,,,600407.65,379412.05,28636.29,3250.44,,2019-05-01,6427.12,,0.304006935,0.240422912,0.290188115,0.22728531,,,
Real,6,1,103,435881.64,571014.53,,,,626402.44,404768.31,29876.11,1237.22,,2019-06-01,23503.13,,0.293017208,0.24985813,0.177997345,0.219371405,,,
Real,6,1,101,425722.95,646606.53,,,,600407.65,394824.73,28636.29,2261.93,,2019-07-01,10774.03,,0.279598591,0.254221721,0.29101217,0.230393181,,,
Real,6,1,101,437686.48,521142.39,,,,600407.65,408249.89,28636.29,800.3,,2019-08-01,17123.39,,0.259354101,0.254878406,0.095604204,0.21552365,,,
Real,6,1,100,445908.075,511545.64,,,,565811.4,416460.535,26986.24,2461.3,,2019-09-01,24944.085,,0.199304567,0.248898527,0.0613304,0.200458116,,,
Real,6,1,98,425558.79,561605.09,,,,545295.32,398176.81,26007.73,1374.25,,2019-10-01,11886.58,,0.207094367,0.24497072,0.18401846,0.198865517,,,
Real,6,1,97,413050.34,520639.23,,,,523550.51,384957.69,24970.61,3122.04,,2019-11-01,13707.28,,0.198436183,0.241120172,0.145685262,0.194483043,,,
Real,6,1,96,432749.06,524625.24,,,,501200.67,407161.66,23904.64,1682.76,,2019-12-01,22488.84,,0.12276046,0.232432636,0.111742761,0.188139173,,,
Real,6,1,97,416124.94,510289.375,,,,543365.98,388774.16,25915.71,1435.07,,2020-01-01,9673.64,,0.221918643,0.221918643,0.121869578,0.121869578,,,
Real,6,1,96,455822.82,593875.715,,,,535905.05,429431.98,25559.86,830.98,,2020-02-01,5241.54,,0.135824555,0.17916918,0.173482029,0.149629359,,,
Real,6,1,96,474284.07,561166.21,,,,535905.05,431611.83,25559.86,366.46,16745.92,2020-03-01,14878.52,,0.100824642,0.153174966,0.089879642,0.129495514,,,
Real,6,1,96,494053.19,556701.4,,,,535905.05,463504.79,25559.86,4988.54,,2020-04-01,1813.3,,0.063345193,0.130795415,0.044340464,0.108161024,,,
Real,6,1,96,587193.675,530014.185,,,,510418.39,541976.065,24344.28,1553.33,19320.0,2020-05-01,271.135,,-0.168823039,0.073335037,-0.193014382,0.050157928,,,
Real,6,1,96,601551.695,626170.275,,,,510418.39,549035.895,24344.28,673.28,27498.24,2020-06-01,4755.415,,-0.197403021,0.029768436,-0.034504326,0.034465335,,,
Real,6,1,96,571673.9,714918.17,,,,581164.12,518533.3,27718.48,14280.36,11141.76,2020-07-01,97.31,,0.000590948,0.025250306,0.138919344,0.052709557,,,
Real,6,1,96,507384.1,710627.4,,,,535905.05,462082.4,25559.86,421.84,19320.0,2020-08-01,3174.44,,0.038071678,0.026852325,0.23114099,0.079105171,,,
Real,6,1,96,456329.13,698350.28,,,,535905.05,410519.27,25559.86,930.0,19320.0,2020-09-01,7531.54,,0.134864663,0.038849351,0.296350012,0.106678758,,,
Real,6,1,96,463674.1,737215.8,,,,526637.17,443114.1,,1240.0,19320.0,2020-10-01,1302.67,,0.105469738,0.045405379,0.322717262,0.132205062,,,
Real,6,1,96,484072.82,726427.33,,,,517369.3,424491.69,24675.8,166.29,34739.04,2020-11-01,285.23,,0.049386995,0.045756376,0.282419998,0.147870301,,,
Real,6,1,96,499951.27,731821.565,,,,581164.11,434732.35,27718.48,2761.4,34739.04,2020-12-01,4061.09,,0.125977531,0.052984469,0.264344855,0.158943731,,,
Real,6,0,96,474568.87,595499.17,90564.0,,,510418.4,414274.29,24344.28,1211.26,34739.04,2021-01-01,8853.64,,0.055359345,0.055359345,0.141836795,0.141836795,,,
Real,6,0,96,473764.75,626469.69,90387.0,,,599840.49,410193.41,28609.24,223.06,34739.04,2021-02-01,876.51,,0.197545024,0.132178119,0.185643656,0.164295363,,,
Real,6,0,96,514554.22,763649.49,111435.0,,,599840.49,448471.4,28609.24,221.26,37252.32,2021-03-01,1335.89,,0.128456488,0.130872707,0.274414021,0.206645927,,,
Real,6,0,96,446009.11,714056.36,15755.0,,,623282.13,415625.5,29727.29,656.32,,2021-04-01,21559.04,,0.27296928,0.168828889,0.327390432,0.238582509,,,
Real,6,0,96,506708.52,817385.76,8355.14,,,695467.88,448931.01,33170.17,1111.36,23495.98,2021-05-01,29260.02,,0.259756099,0.189707099,0.332451318,0.260398178,,,
Real,6,0,96,526597.5,756882.05,8373.0,,,757735.79,461703.67,36140.02,942.81,27811.0,2021-06-01,29699.78,,0.293918715,0.210560947,0.250792027,0.258697003,,,
Real,6,0,96,512017.64,758243.9008,8342.06,,,700081.25,444618.61,33390.2,788.83,33220.0,2021-07-01,19625.06,,0.256929218,0.217796064,0.272843649,0.260828603,,,
Real,6,0,96,533907.72,757922.46,8392.99,,,778034.42,460925.86,37108.16,482.7,35391.0,2021-08-01,32069.59,,0.302794029,0.230357337,0.241434255,0.258289892,,,
Real,6,0,96,569964.8,702390.5578,8894.67,,,747194.4,502621.87,35637.25,1794.68,29911.0,2021-09-01,24344.91,,0.224988521,0.229690068,0.126181623,0.243997769,,,
Real,6,0,96,542343.46,688749.635,8667.25,,,690000.42,457887.7,32909.4,896.88,50649.48,2021-10-01,9437.86,,0.201419391,0.226779432,0.152060573,0.235180123,,,
Real,6,0,96,608489.44,566397.8998,32081.22,,,697161.23,520635.83,33250.93,535.82,54066.86,2021-11-01,1064.11,,0.113224826,0.216079978,-0.156866419,0.206519249,,,
Real,6,0,96,521237.53,366556.4216,24382.33,,,495176.49,497252.53,23617.32,367.68,,2021-12-01,24312.91,,-0.069471878,0.198168351,-0.531251931,0.173190683,,,
Real,6,0,96,526727.82,491072.6554,,,,636437.42,470815.27,30354.73,2368.78,23189.04,2022-01-01,21733.68,779.0,0.159138906,0.159138906,-0.155027458,-0.155027458,,,
Real,6,0,94,619711.68,698028.8153,,,,626250.71,508604.69,29868.87,1433.08,79805.04,2022-02-01,14447.68,670.0,-0.005391382,0.077537434,0.043977455,-0.038207181,,,
Real,6,0,92,677717.62,766034.9578,,,,623367.91,560625.38,29731.38,7407.82,79953.04,2022-03-01,19563.08,723.3,-0.104582207,0.017344345,0.047309156,-0.004701333,,,
Real,6,0,92,615132.04,687273.826,,,,767498.74,540512.43,36605.66,901.07,37112.88,2022-04-01,23073.15,699.16,0.185700093,0.066038581,0.036192398,0.005934862,,,
Real,6,0,95,712595.52,722743.72,,,,693866.0,631567.35,33093.77,1705.36,46229.04,2022-05-01,19271.01,484.0,-0.043424881,0.043348582,-0.061721384,-0.008595863,,,
Real,6,0,93,630775.87,721749.77,,,,709543.9,534736.97,33841.52,1057.22,61140.16,2022-06-01,22080.45,473.38,0.096788396,0.052694953,0.058890363,0.003322247,,,
Real,6,0,95,593227.65,780936.08,,,,698484.94,500492.85,33314.07,553.21,58867.52,2022-07-01,12782.82,628.33,0.137104814,0.065093153,0.181991719,0.03198577,,,
Real,6,0,94,528115.82,879261.27,,,,703579.34,493991.18,33557.04,567.6,,2022-08-01,19438.93,0.0,0.237377162,0.087297737,0.353210387,0.08113061,,,
Real,6,0,94,670926.24,791615.21,,,,734014.32,614062.03,35008.63,536.38,21319.2,2022-09-01,1832.98,40.17,0.071324576,0.08540456,0.087332783,0.081881481,,,
Real,6,0,94,655104.92,605846.33,,,,721257.48,620220.11,34400.2,484.61,,2022-10-01,5079.95,25.47,0.077185863,0.084547236,-0.164394601,0.060997703,,,
